budget,family,seed,phase_name,hole_proxy,topology_hole_rich,bbox_aspect_ratio,geometry_elongated,access_value_gain,route_escalate,blind_norm_cd,point_norm_cd,structural_fidelity_raw_gain,structural_fidelity_cost_adjusted_gain
budget_24_rotated_slender,multi-hole,3,optimization-limited zone,73.0,1,1.0002814165939322,0,-0.0464,0,0.232115281176616,0.3191932917651429,-0.08707801058852688,-0.13347801058852687
budget_24_rotated_slender,nested-rings,0,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.0981203047239598,0.3148472676451532,-0.2167269629211934,-0.2631269629211934
budget_24_rotated_slender,nested-rings,1,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.240172294436786,0.3071059868527501,-0.06693369241596409,-0.11333369241596408
budget_24_rotated_slender,nested-rings,2,effective-collapse zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.1008779875120112,0.2786904353381438,-0.1778124478261326,-0.2242124478261326
budget_24_rotated_slender,nested-rings,3,optimization-limited zone,80.0,1,1.0113656184223867,0,-0.0464,0,0.2382927804007373,0.2793350342022377,-0.04104225380150042,-0.08744225380150042
budget_24_rotated_slender,pinwheel,0,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.1653764117478178,0.3046452597366961,-0.13926884798887829,-0.18566884798887828
budget_24_rotated_slender,pinwheel,1,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2114979048144553,0.3262528857671438,-0.11475498095268849,-0.1611549809526885
budget_24_rotated_slender,pinwheel,2,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.18483596841835,0.2939656199466648,-0.1091296515283148,-0.1555296515283148
budget_24_rotated_slender,pinwheel,3,decision-fragile zone,66.0,1,1.0084614575281672,0,-1.0464,0,0.2387871778452526,0.3058466837064745,-0.06705950586122189,-0.11345950586122189
budget_24_rotated_slender,spiral,0,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1135921338532208,0.3345793424240257,-0.2209872085708049,-0.2673872085708049
budget_24_rotated_slender,spiral,1,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.2074190348143015,0.2956743501451661,-0.08825531533086459,-0.13465531533086458
budget_24_rotated_slender,spiral,2,effective-collapse zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.1242670059375927,0.324678715946483,-0.2004117100088903,-0.2468117100088903
budget_24_rotated_slender,spiral,3,optimization-limited zone,48.0,1,1.1364522233114445,0,-0.0464,0,0.2304178475361549,0.3544543876274482,-0.12403654009129328,-0.17043654009129328
budget_24_rotated_slender,volatility-clustering,0,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2259036429086164,0.3399394504734118,-0.1140358075647954,-0.1604358075647954
budget_24_rotated_slender,volatility-clustering,1,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.1496985280725841,0.3394636738597325,-0.18976514578714837,-0.23616514578714837
budget_24_rotated_slender,volatility-clustering,2,decision-fragile zone,37.0,0,1.071409286066147,0,-1.0464,0,0.2358469194047743,0.3402080194078108,-0.1043611000030365,-0.1507611000030365
budget_24_rotated_slender,volatility-clustering,3,ambiguity zone,37.0,0,1.071409286066147,0,0.9536,1,0.1773430560076946,0.3686545137803642,-0.19131145777266959,-0.23771145777266958
