lambda,cost_multiplier,winner,slice
0.17200000000000001,0.99,point_cloud,synthetic_heldout
0.17200000000000001,1.0,point_cloud,synthetic_heldout
0.17200000000000001,1.01,occupancy_grid,synthetic_heldout
0.17200000000000001,1.02,occupancy_grid,synthetic_heldout
0.17200000000000001,1.03,occupancy_grid,synthetic_heldout
0.17200000000000001,1.04,occupancy_grid,synthetic_heldout
0.17200000000000001,1.05,occupancy_grid,synthetic_heldout
0.17200000000000001,1.06,occupancy_grid,synthetic_heldout
0.17200000000000001,1.07,occupancy_grid,synthetic_heldout
0.17200000000000001,1.08,occupancy_grid,synthetic_heldout
0.17200000000000001,1.0899999999999999,occupancy_grid,synthetic_heldout
0.17200000000000001,1.1,occupancy_grid,synthetic_heldout
0.17200000000000001,1.1099999999999999,occupancy_grid,synthetic_heldout
0.17200000000000001,1.12,occupancy_grid,synthetic_heldout
0.17200000000000001,1.13,occupancy_grid,synthetic_heldout
0.17200000000000001,1.1400000000000001,occupancy_grid,synthetic_heldout
0.17200000000000001,1.15,occupancy_grid,synthetic_heldout
0.17200000000000001,1.1600000000000001,occupancy_grid,synthetic_heldout
0.17200000000000001,1.17,occupancy_grid,synthetic_heldout
0.17200000000000001,1.18,occupancy_grid,synthetic_heldout
0.17200000000000001,1.19,occupancy_grid,synthetic_heldout
0.17200000000000001,1.2,occupancy_grid,synthetic_heldout
0.17200000000000001,1.21,occupancy_grid,synthetic_heldout
0.17200000000000001,1.22,occupancy_grid,synthetic_heldout
0.17200000000000001,1.23,occupancy_grid,synthetic_heldout
0.17200000000000001,1.24,occupancy_grid,synthetic_heldout
0.17200000000000001,1.25,occupancy_grid,synthetic_heldout
0.17200000000000001,1.26,occupancy_grid,synthetic_heldout
0.17200000000000001,1.27,occupancy_grid,synthetic_heldout
0.17200000000000001,1.28,occupancy_grid,synthetic_heldout
0.17200000000000001,1.29,occupancy_grid,synthetic_heldout
0.17200000000000001,1.3,occupancy_grid,synthetic_heldout
0.17200000000000001,1.31,occupancy_grid,synthetic_heldout
0.17200000000000001,1.3199999999999998,occupancy_grid,synthetic_heldout
0.17200000000000001,1.33,occupancy_grid,synthetic_heldout
0.17200000000000001,1.3399999999999999,occupancy_grid,synthetic_heldout
0.17200000000000001,1.35,occupancy_grid,synthetic_heldout
0.17200000000000001,1.3599999999999999,occupancy_grid,synthetic_heldout
0.17200000000000001,1.37,occupancy_grid,synthetic_heldout
0.17200000000000001,1.38,occupancy_grid,synthetic_heldout
0.17200000000000001,1.3900000000000001,occupancy_grid,synthetic_heldout
0.17200000000000001,1.4,occupancy_grid,synthetic_heldout
0.17200000000000001,1.4100000000000001,occupancy_grid,synthetic_heldout
0.17200000000000001,1.42,occupancy_grid,synthetic_heldout
0.17200000000000001,1.4300000000000002,occupancy_grid,synthetic_heldout
0.17200000000000001,1.44,occupancy_grid,synthetic_heldout
0.17200000000000001,1.45,occupancy_grid,synthetic_heldout
0.17200000000000001,1.46,occupancy_grid,synthetic_heldout
0.17200000000000001,1.47,occupancy_grid,synthetic_heldout
0.17200000000000001,1.48,occupancy_grid,synthetic_heldout
0.17200000000000001,1.49,occupancy_grid,synthetic_heldout
0.17200000000000001,1.5,occupancy_grid,synthetic_heldout
0.17200000000000001,1.51,occupancy_grid,synthetic_heldout
0.17200000000000001,1.52,moments_only,synthetic_heldout
0.17200000000000001,1.53,moments_only,synthetic_heldout
0.17200000000000001,1.54,moments_only,synthetic_heldout
0.17200000000000001,1.55,moments_only,synthetic_heldout
0.17200000000000001,1.56,moments_only,synthetic_heldout
0.17200000000000001,1.5699999999999998,moments_only,synthetic_heldout
0.17200000000000001,1.58,moments_only,synthetic_heldout
0.17200000000000001,1.5899999999999999,moments_only,synthetic_heldout
0.17200000000000001,1.6,moments_only,synthetic_heldout
0.17400000000000002,0.6,point_cloud,synthetic_heldout
0.17400000000000002,0.61,point_cloud,synthetic_heldout
0.17400000000000002,0.62,point_cloud,synthetic_heldout
0.17400000000000002,0.63,point_cloud,synthetic_heldout
0.17400000000000002,0.64,point_cloud,synthetic_heldout
0.17400000000000002,0.65,point_cloud,synthetic_heldout
0.17400000000000002,0.6599999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.6699999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.6799999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.69,point_cloud,synthetic_heldout
0.17400000000000002,0.7,point_cloud,synthetic_heldout
0.17400000000000002,0.71,point_cloud,synthetic_heldout
0.17400000000000002,0.72,point_cloud,synthetic_heldout
0.17400000000000002,0.73,point_cloud,synthetic_heldout
0.17400000000000002,0.74,point_cloud,synthetic_heldout
0.17400000000000002,0.75,point_cloud,synthetic_heldout
0.17400000000000002,0.76,point_cloud,synthetic_heldout
0.17400000000000002,0.77,point_cloud,synthetic_heldout
0.17400000000000002,0.78,point_cloud,synthetic_heldout
0.17400000000000002,0.79,point_cloud,synthetic_heldout
0.17400000000000002,0.8,point_cloud,synthetic_heldout
0.17400000000000002,0.8099999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.82,point_cloud,synthetic_heldout
0.17400000000000002,0.83,point_cloud,synthetic_heldout
0.17400000000000002,0.84,point_cloud,synthetic_heldout
0.17400000000000002,0.85,point_cloud,synthetic_heldout
0.17400000000000002,0.86,point_cloud,synthetic_heldout
0.17400000000000002,0.87,point_cloud,synthetic_heldout
0.17400000000000002,0.88,point_cloud,synthetic_heldout
0.17400000000000002,0.8899999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.8999999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.9099999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.9199999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.9299999999999999,point_cloud,synthetic_heldout
0.17400000000000002,0.94,point_cloud,synthetic_heldout
0.17400000000000002,0.95,point_cloud,synthetic_heldout
0.17400000000000002,0.96,point_cloud,synthetic_heldout
0.17400000000000002,0.97,point_cloud,synthetic_heldout
0.17400000000000002,0.98,point_cloud,synthetic_heldout
0.17400000000000002,0.99,point_cloud,synthetic_heldout
0.17400000000000002,1.0,occupancy_grid,synthetic_heldout
0.17400000000000002,1.01,occupancy_grid,synthetic_heldout
0.17400000000000002,1.02,occupancy_grid,synthetic_heldout
0.17400000000000002,1.03,occupancy_grid,synthetic_heldout
0.17400000000000002,1.04,occupancy_grid,synthetic_heldout
0.17400000000000002,1.05,occupancy_grid,synthetic_heldout
0.17400000000000002,1.06,occupancy_grid,synthetic_heldout
0.17400000000000002,1.07,occupancy_grid,synthetic_heldout
0.17400000000000002,1.08,occupancy_grid,synthetic_heldout
0.17400000000000002,1.0899999999999999,occupancy_grid,synthetic_heldout
0.17400000000000002,1.1,occupancy_grid,synthetic_heldout
0.17400000000000002,1.1099999999999999,occupancy_grid,synthetic_heldout
0.17400000000000002,1.12,occupancy_grid,synthetic_heldout
0.17400000000000002,1.13,occupancy_grid,synthetic_heldout
0.17400000000000002,1.1400000000000001,occupancy_grid,synthetic_heldout
0.17400000000000002,1.15,occupancy_grid,synthetic_heldout
0.17400000000000002,1.1600000000000001,occupancy_grid,synthetic_heldout
0.17400000000000002,1.17,occupancy_grid,synthetic_heldout
0.17400000000000002,1.18,occupancy_grid,synthetic_heldout
0.17400000000000002,1.19,occupancy_grid,synthetic_heldout
0.17400000000000002,1.2,occupancy_grid,synthetic_heldout
0.17400000000000002,1.21,occupancy_grid,synthetic_heldout
0.17400000000000002,1.22,occupancy_grid,synthetic_heldout
0.17400000000000002,1.23,occupancy_grid,synthetic_heldout
0.17400000000000002,1.24,occupancy_grid,synthetic_heldout
0.17400000000000002,1.25,occupancy_grid,synthetic_heldout
0.17400000000000002,1.26,occupancy_grid,synthetic_heldout
0.17400000000000002,1.27,occupancy_grid,synthetic_heldout
0.17400000000000002,1.28,occupancy_grid,synthetic_heldout
0.17400000000000002,1.29,occupancy_grid,synthetic_heldout
0.17400000000000002,1.3,occupancy_grid,synthetic_heldout
0.17400000000000002,1.31,occupancy_grid,synthetic_heldout
0.17400000000000002,1.3199999999999998,occupancy_grid,synthetic_heldout
0.17400000000000002,1.33,occupancy_grid,synthetic_heldout
0.17400000000000002,1.3399999999999999,occupancy_grid,synthetic_heldout
0.17400000000000002,1.35,occupancy_grid,synthetic_heldout
0.17400000000000002,1.3599999999999999,occupancy_grid,synthetic_heldout
0.17400000000000002,1.37,occupancy_grid,synthetic_heldout
0.17400000000000002,1.38,occupancy_grid,synthetic_heldout
0.17400000000000002,1.3900000000000001,occupancy_grid,synthetic_heldout
0.17400000000000002,1.4,occupancy_grid,synthetic_heldout
0.17400000000000002,1.4100000000000001,occupancy_grid,synthetic_heldout
0.17400000000000002,1.42,occupancy_grid,synthetic_heldout
0.17400000000000002,1.4300000000000002,occupancy_grid,synthetic_heldout
0.17400000000000002,1.44,occupancy_grid,synthetic_heldout
0.17400000000000002,1.45,occupancy_grid,synthetic_heldout
0.17400000000000002,1.46,occupancy_grid,synthetic_heldout
0.17400000000000002,1.47,occupancy_grid,synthetic_heldout
0.17400000000000002,1.48,occupancy_grid,synthetic_heldout
0.17400000000000002,1.49,occupancy_grid,synthetic_heldout
0.17400000000000002,1.5,moments_only,synthetic_heldout
0.17400000000000002,1.51,moments_only,synthetic_heldout
0.17400000000000002,1.52,moments_only,synthetic_heldout
0.17400000000000002,1.53,moments_only,synthetic_heldout
0.17400000000000002,1.54,moments_only,synthetic_heldout
0.17400000000000002,1.55,moments_only,synthetic_heldout
0.17400000000000002,1.56,moments_only,synthetic_heldout
0.17400000000000002,1.5699999999999998,moments_only,synthetic_heldout
0.17400000000000002,1.58,moments_only,synthetic_heldout
0.17400000000000002,1.5899999999999999,moments_only,synthetic_heldout
0.17400000000000002,1.6,moments_only,synthetic_heldout
0.176,0.6,point_cloud,synthetic_heldout
0.176,0.61,point_cloud,synthetic_heldout
0.176,0.62,point_cloud,synthetic_heldout
0.176,0.63,point_cloud,synthetic_heldout
0.176,0.64,point_cloud,synthetic_heldout
0.176,0.65,point_cloud,synthetic_heldout
0.176,0.6599999999999999,point_cloud,synthetic_heldout
0.176,0.6699999999999999,point_cloud,synthetic_heldout
0.176,0.6799999999999999,point_cloud,synthetic_heldout
0.176,0.69,point_cloud,synthetic_heldout
0.176,0.7,point_cloud,synthetic_heldout
0.176,0.71,point_cloud,synthetic_heldout
0.176,0.72,point_cloud,synthetic_heldout
0.176,0.73,point_cloud,synthetic_heldout
0.176,0.74,point_cloud,synthetic_heldout
0.176,0.75,point_cloud,synthetic_heldout
0.176,0.76,point_cloud,synthetic_heldout
0.176,0.77,point_cloud,synthetic_heldout
0.176,0.78,point_cloud,synthetic_heldout
0.176,0.79,point_cloud,synthetic_heldout
0.176,0.8,point_cloud,synthetic_heldout
0.176,0.8099999999999999,point_cloud,synthetic_heldout
0.176,0.82,point_cloud,synthetic_heldout
0.176,0.83,point_cloud,synthetic_heldout
0.176,0.84,point_cloud,synthetic_heldout
0.176,0.85,point_cloud,synthetic_heldout
0.176,0.86,point_cloud,synthetic_heldout
0.176,0.87,point_cloud,synthetic_heldout
0.176,0.88,point_cloud,synthetic_heldout
0.176,0.8899999999999999,point_cloud,synthetic_heldout
0.176,0.8999999999999999,point_cloud,synthetic_heldout
0.176,0.9099999999999999,point_cloud,synthetic_heldout
0.176,0.9199999999999999,point_cloud,synthetic_heldout
0.176,0.9299999999999999,point_cloud,synthetic_heldout
0.176,0.94,point_cloud,synthetic_heldout
0.176,0.95,point_cloud,synthetic_heldout
0.176,0.96,point_cloud,synthetic_heldout
0.176,0.97,point_cloud,synthetic_heldout
0.176,0.98,point_cloud,synthetic_heldout
0.176,0.99,occupancy_grid,synthetic_heldout
0.176,1.0,occupancy_grid,synthetic_heldout
0.176,1.01,occupancy_grid,synthetic_heldout
0.176,1.02,occupancy_grid,synthetic_heldout
0.176,1.03,occupancy_grid,synthetic_heldout
0.176,1.04,occupancy_grid,synthetic_heldout
0.176,1.05,occupancy_grid,synthetic_heldout
0.176,1.06,occupancy_grid,synthetic_heldout
0.176,1.07,occupancy_grid,synthetic_heldout
0.176,1.08,occupancy_grid,synthetic_heldout
0.176,1.0899999999999999,occupancy_grid,synthetic_heldout
0.176,1.1,occupancy_grid,synthetic_heldout
0.176,1.1099999999999999,occupancy_grid,synthetic_heldout
0.176,1.12,occupancy_grid,synthetic_heldout
0.176,1.13,occupancy_grid,synthetic_heldout
0.176,1.1400000000000001,occupancy_grid,synthetic_heldout
0.176,1.15,occupancy_grid,synthetic_heldout
0.176,1.1600000000000001,occupancy_grid,synthetic_heldout
0.176,1.17,occupancy_grid,synthetic_heldout
0.176,1.18,occupancy_grid,synthetic_heldout
0.176,1.19,occupancy_grid,synthetic_heldout
0.176,1.2,occupancy_grid,synthetic_heldout
0.176,1.21,occupancy_grid,synthetic_heldout
0.176,1.22,occupancy_grid,synthetic_heldout
0.176,1.23,occupancy_grid,synthetic_heldout
0.176,1.24,occupancy_grid,synthetic_heldout
0.176,1.25,occupancy_grid,synthetic_heldout
0.176,1.26,occupancy_grid,synthetic_heldout
0.176,1.27,occupancy_grid,synthetic_heldout
0.176,1.28,occupancy_grid,synthetic_heldout
0.176,1.29,occupancy_grid,synthetic_heldout
0.176,1.3,occupancy_grid,synthetic_heldout
0.176,1.31,occupancy_grid,synthetic_heldout
0.176,1.3199999999999998,occupancy_grid,synthetic_heldout
0.176,1.33,occupancy_grid,synthetic_heldout
0.176,1.3399999999999999,occupancy_grid,synthetic_heldout
0.176,1.35,occupancy_grid,synthetic_heldout
0.176,1.3599999999999999,occupancy_grid,synthetic_heldout
0.176,1.37,occupancy_grid,synthetic_heldout
0.176,1.38,occupancy_grid,synthetic_heldout
0.176,1.3900000000000001,occupancy_grid,synthetic_heldout
0.176,1.4,occupancy_grid,synthetic_heldout
0.176,1.4100000000000001,occupancy_grid,synthetic_heldout
0.176,1.42,occupancy_grid,synthetic_heldout
0.176,1.4300000000000002,occupancy_grid,synthetic_heldout
0.176,1.44,occupancy_grid,synthetic_heldout
0.176,1.45,occupancy_grid,synthetic_heldout
0.176,1.46,occupancy_grid,synthetic_heldout
0.176,1.47,occupancy_grid,synthetic_heldout
0.176,1.48,moments_only,synthetic_heldout
0.176,1.49,moments_only,synthetic_heldout
0.176,1.5,moments_only,synthetic_heldout
0.176,1.51,moments_only,synthetic_heldout
0.176,1.52,moments_only,synthetic_heldout
0.176,1.53,moments_only,synthetic_heldout
0.176,1.54,moments_only,synthetic_heldout
0.176,1.55,moments_only,synthetic_heldout
0.176,1.56,moments_only,synthetic_heldout
0.176,1.5699999999999998,moments_only,synthetic_heldout
0.176,1.58,moments_only,synthetic_heldout
0.176,1.5899999999999999,moments_only,synthetic_heldout
0.176,1.6,moments_only,synthetic_heldout
0.178,0.6,point_cloud,synthetic_heldout
0.178,0.61,point_cloud,synthetic_heldout
0.178,0.62,point_cloud,synthetic_heldout
0.178,0.63,point_cloud,synthetic_heldout
0.178,0.64,point_cloud,synthetic_heldout
0.178,0.65,point_cloud,synthetic_heldout
0.178,0.6599999999999999,point_cloud,synthetic_heldout
0.178,0.6699999999999999,point_cloud,synthetic_heldout
0.178,0.6799999999999999,point_cloud,synthetic_heldout
0.178,0.69,point_cloud,synthetic_heldout
0.178,0.7,point_cloud,synthetic_heldout
0.178,0.71,point_cloud,synthetic_heldout
0.178,0.72,point_cloud,synthetic_heldout
0.178,0.73,point_cloud,synthetic_heldout
0.178,0.74,point_cloud,synthetic_heldout
0.178,0.75,point_cloud,synthetic_heldout
0.178,0.76,point_cloud,synthetic_heldout
0.178,0.77,point_cloud,synthetic_heldout
0.178,0.78,point_cloud,synthetic_heldout
0.178,0.79,point_cloud,synthetic_heldout
0.178,0.8,point_cloud,synthetic_heldout
0.178,0.8099999999999999,point_cloud,synthetic_heldout
0.178,0.82,point_cloud,synthetic_heldout
0.178,0.83,point_cloud,synthetic_heldout
0.178,0.84,point_cloud,synthetic_heldout
0.178,0.85,point_cloud,synthetic_heldout
0.178,0.86,point_cloud,synthetic_heldout
0.178,0.87,point_cloud,synthetic_heldout
0.178,0.88,point_cloud,synthetic_heldout
0.178,0.8899999999999999,point_cloud,synthetic_heldout
0.178,0.8999999999999999,point_cloud,synthetic_heldout
0.178,0.9099999999999999,point_cloud,synthetic_heldout
0.178,0.9199999999999999,point_cloud,synthetic_heldout
0.178,0.9299999999999999,point_cloud,synthetic_heldout
0.178,0.94,point_cloud,synthetic_heldout
0.178,0.95,point_cloud,synthetic_heldout
0.178,0.96,point_cloud,synthetic_heldout
0.178,0.97,point_cloud,synthetic_heldout
0.178,0.98,occupancy_grid,synthetic_heldout
0.178,0.99,occupancy_grid,synthetic_heldout
0.178,1.0,occupancy_grid,synthetic_heldout
0.178,1.01,occupancy_grid,synthetic_heldout
0.178,1.02,occupancy_grid,synthetic_heldout
0.178,1.03,occupancy_grid,synthetic_heldout
0.178,1.04,occupancy_grid,synthetic_heldout
0.178,1.05,occupancy_grid,synthetic_heldout
0.178,1.06,occupancy_grid,synthetic_heldout
0.178,1.07,occupancy_grid,synthetic_heldout
0.178,1.08,occupancy_grid,synthetic_heldout
0.178,1.0899999999999999,occupancy_grid,synthetic_heldout
0.178,1.1,occupancy_grid,synthetic_heldout
0.178,1.1099999999999999,occupancy_grid,synthetic_heldout
0.178,1.12,occupancy_grid,synthetic_heldout
0.178,1.13,occupancy_grid,synthetic_heldout
0.178,1.1400000000000001,occupancy_grid,synthetic_heldout
0.178,1.15,occupancy_grid,synthetic_heldout
0.178,1.1600000000000001,occupancy_grid,synthetic_heldout
0.178,1.17,occupancy_grid,synthetic_heldout
0.178,1.18,occupancy_grid,synthetic_heldout
0.178,1.19,occupancy_grid,synthetic_heldout
0.178,1.2,occupancy_grid,synthetic_heldout
0.178,1.21,occupancy_grid,synthetic_heldout
0.178,1.22,occupancy_grid,synthetic_heldout
0.178,1.23,occupancy_grid,synthetic_heldout
0.178,1.24,occupancy_grid,synthetic_heldout
0.178,1.25,occupancy_grid,synthetic_heldout
0.178,1.26,occupancy_grid,synthetic_heldout
0.178,1.27,occupancy_grid,synthetic_heldout
0.178,1.28,occupancy_grid,synthetic_heldout
0.178,1.29,occupancy_grid,synthetic_heldout
0.178,1.3,occupancy_grid,synthetic_heldout
0.178,1.31,occupancy_grid,synthetic_heldout
0.178,1.3199999999999998,occupancy_grid,synthetic_heldout
0.178,1.33,occupancy_grid,synthetic_heldout
0.178,1.3399999999999999,occupancy_grid,synthetic_heldout
0.178,1.35,occupancy_grid,synthetic_heldout
0.178,1.3599999999999999,occupancy_grid,synthetic_heldout
0.178,1.37,occupancy_grid,synthetic_heldout
0.178,1.38,occupancy_grid,synthetic_heldout
0.178,1.3900000000000001,occupancy_grid,synthetic_heldout
0.178,1.4,occupancy_grid,synthetic_heldout
0.178,1.4100000000000001,occupancy_grid,synthetic_heldout
0.178,1.42,occupancy_grid,synthetic_heldout
0.178,1.4300000000000002,occupancy_grid,synthetic_heldout
0.178,1.44,occupancy_grid,synthetic_heldout
0.178,1.45,occupancy_grid,synthetic_heldout
0.178,1.46,occupancy_grid,synthetic_heldout
0.178,1.47,moments_only,synthetic_heldout
0.178,1.48,moments_only,synthetic_heldout
0.178,1.49,moments_only,synthetic_heldout
0.178,1.5,moments_only,synthetic_heldout
0.178,1.51,moments_only,synthetic_heldout
0.178,1.52,moments_only,synthetic_heldout
0.178,1.53,moments_only,synthetic_heldout
0.178,1.54,moments_only,synthetic_heldout
0.178,1.55,moments_only,synthetic_heldout
0.178,1.56,moments_only,synthetic_heldout
0.178,1.5699999999999998,moments_only,synthetic_heldout
0.178,1.58,moments_only,synthetic_heldout
0.178,1.5899999999999999,moments_only,synthetic_heldout
0.178,1.6,moments_only,synthetic_heldout
0.18,0.6,point_cloud,synthetic_heldout
0.18,0.61,point_cloud,synthetic_heldout
0.18,0.62,point_cloud,synthetic_heldout
0.18,0.63,point_cloud,synthetic_heldout
0.18,0.64,point_cloud,synthetic_heldout
0.18,0.65,point_cloud,synthetic_heldout
0.18,0.6599999999999999,point_cloud,synthetic_heldout
0.18,0.6699999999999999,point_cloud,synthetic_heldout
0.18,0.6799999999999999,point_cloud,synthetic_heldout
0.18,0.69,point_cloud,synthetic_heldout
0.18,0.7,point_cloud,synthetic_heldout
0.18,0.71,point_cloud,synthetic_heldout
0.18,0.72,point_cloud,synthetic_heldout
0.18,0.73,point_cloud,synthetic_heldout
0.18,0.74,point_cloud,synthetic_heldout
0.18,0.75,point_cloud,synthetic_heldout
0.18,0.76,point_cloud,synthetic_heldout
0.18,0.77,point_cloud,synthetic_heldout
0.18,0.78,point_cloud,synthetic_heldout
0.18,0.79,point_cloud,synthetic_heldout
0.18,0.8,point_cloud,synthetic_heldout
0.18,0.8099999999999999,point_cloud,synthetic_heldout
0.18,0.82,point_cloud,synthetic_heldout
0.18,0.83,point_cloud,synthetic_heldout
0.18,0.84,point_cloud,synthetic_heldout
0.18,0.85,point_cloud,synthetic_heldout
0.18,0.86,point_cloud,synthetic_heldout
0.18,0.87,point_cloud,synthetic_heldout
0.18,0.88,point_cloud,synthetic_heldout
0.18,0.8899999999999999,point_cloud,synthetic_heldout
0.18,0.8999999999999999,point_cloud,synthetic_heldout
0.18,0.9099999999999999,point_cloud,synthetic_heldout
0.18,0.9199999999999999,point_cloud,synthetic_heldout
0.18,0.9299999999999999,point_cloud,synthetic_heldout
0.18,0.94,point_cloud,synthetic_heldout
0.18,0.95,point_cloud,synthetic_heldout
0.18,0.96,point_cloud,synthetic_heldout
0.18,0.97,occupancy_grid,synthetic_heldout
0.18,0.98,occupancy_grid,synthetic_heldout
0.18,0.99,occupancy_grid,synthetic_heldout
0.18,1.0,occupancy_grid,synthetic_heldout
0.18,1.01,occupancy_grid,synthetic_heldout
0.18,1.02,occupancy_grid,synthetic_heldout
0.18,1.03,occupancy_grid,synthetic_heldout
0.18,1.04,occupancy_grid,synthetic_heldout
0.18,1.05,occupancy_grid,synthetic_heldout
0.18,1.06,occupancy_grid,synthetic_heldout
0.18,1.07,occupancy_grid,synthetic_heldout
0.18,1.08,occupancy_grid,synthetic_heldout
0.18,1.0899999999999999,occupancy_grid,synthetic_heldout
0.18,1.1,occupancy_grid,synthetic_heldout
0.18,1.1099999999999999,occupancy_grid,synthetic_heldout
0.18,1.12,occupancy_grid,synthetic_heldout
0.18,1.13,occupancy_grid,synthetic_heldout
0.18,1.1400000000000001,occupancy_grid,synthetic_heldout
0.18,1.15,occupancy_grid,synthetic_heldout
0.18,1.1600000000000001,occupancy_grid,synthetic_heldout
0.18,1.17,occupancy_grid,synthetic_heldout
0.18,1.18,occupancy_grid,synthetic_heldout
0.18,1.19,occupancy_grid,synthetic_heldout
0.18,1.2,occupancy_grid,synthetic_heldout
0.18,1.21,occupancy_grid,synthetic_heldout
0.18,1.22,occupancy_grid,synthetic_heldout
0.18,1.23,occupancy_grid,synthetic_heldout
0.18,1.24,occupancy_grid,synthetic_heldout
0.18,1.25,occupancy_grid,synthetic_heldout
0.18,1.26,occupancy_grid,synthetic_heldout
0.18,1.27,occupancy_grid,synthetic_heldout
0.18,1.28,occupancy_grid,synthetic_heldout
0.18,1.29,occupancy_grid,synthetic_heldout
0.18,1.3,occupancy_grid,synthetic_heldout
0.18,1.31,occupancy_grid,synthetic_heldout
0.18,1.3199999999999998,occupancy_grid,synthetic_heldout
0.18,1.33,occupancy_grid,synthetic_heldout
0.18,1.3399999999999999,occupancy_grid,synthetic_heldout
0.18,1.35,occupancy_grid,synthetic_heldout
0.18,1.3599999999999999,occupancy_grid,synthetic_heldout
0.18,1.37,occupancy_grid,synthetic_heldout
0.18,1.38,occupancy_grid,synthetic_heldout
0.18,1.3900000000000001,occupancy_grid,synthetic_heldout
0.18,1.4,occupancy_grid,synthetic_heldout
0.18,1.4100000000000001,occupancy_grid,synthetic_heldout
0.18,1.42,occupancy_grid,synthetic_heldout
0.18,1.4300000000000002,occupancy_grid,synthetic_heldout
0.18,1.44,occupancy_grid,synthetic_heldout
0.18,1.45,moments_only,synthetic_heldout
0.18,1.46,moments_only,synthetic_heldout
0.18,1.47,moments_only,synthetic_heldout
0.18,1.48,moments_only,synthetic_heldout
0.18,1.49,moments_only,synthetic_heldout
0.18,1.5,moments_only,synthetic_heldout
0.18,1.51,moments_only,synthetic_heldout
0.18,1.52,moments_only,synthetic_heldout
0.18,1.53,moments_only,synthetic_heldout
0.18,1.54,moments_only,synthetic_heldout
0.18,1.55,moments_only,synthetic_heldout
0.18,1.56,moments_only,synthetic_heldout
0.18,1.5699999999999998,moments_only,synthetic_heldout
0.18,1.58,moments_only,synthetic_heldout
0.18,1.5899999999999999,moments_only,synthetic_heldout
0.18,1.6,moments_only,synthetic_heldout
0.182,0.6,point_cloud,synthetic_heldout
0.182,0.61,point_cloud,synthetic_heldout
0.182,0.62,point_cloud,synthetic_heldout
0.182,0.63,point_cloud,synthetic_heldout
0.182,0.64,point_cloud,synthetic_heldout
0.182,0.65,point_cloud,synthetic_heldout
0.182,0.6599999999999999,point_cloud,synthetic_heldout
0.182,0.6699999999999999,point_cloud,synthetic_heldout
0.182,0.6799999999999999,point_cloud,synthetic_heldout
0.182,0.69,point_cloud,synthetic_heldout
0.182,0.7,point_cloud,synthetic_heldout
0.182,0.71,point_cloud,synthetic_heldout
0.182,0.72,point_cloud,synthetic_heldout
0.182,0.73,point_cloud,synthetic_heldout
0.182,0.74,point_cloud,synthetic_heldout
0.182,0.75,point_cloud,synthetic_heldout
0.182,0.76,point_cloud,synthetic_heldout
0.182,0.77,point_cloud,synthetic_heldout
0.182,0.78,point_cloud,synthetic_heldout
0.182,0.79,point_cloud,synthetic_heldout
0.182,0.8,point_cloud,synthetic_heldout
0.182,0.8099999999999999,point_cloud,synthetic_heldout
0.182,0.82,point_cloud,synthetic_heldout
0.182,0.83,point_cloud,synthetic_heldout
0.182,0.84,point_cloud,synthetic_heldout
0.182,0.85,point_cloud,synthetic_heldout
0.182,0.86,point_cloud,synthetic_heldout
0.182,0.87,point_cloud,synthetic_heldout
0.182,0.88,point_cloud,synthetic_heldout
0.182,0.8899999999999999,point_cloud,synthetic_heldout
0.182,0.8999999999999999,point_cloud,synthetic_heldout
0.182,0.9099999999999999,point_cloud,synthetic_heldout
0.182,0.9199999999999999,point_cloud,synthetic_heldout
0.182,0.9299999999999999,point_cloud,synthetic_heldout
0.182,0.94,point_cloud,synthetic_heldout
0.182,0.95,point_cloud,synthetic_heldout
0.182,0.96,occupancy_grid,synthetic_heldout
0.182,0.97,occupancy_grid,synthetic_heldout
0.182,0.98,occupancy_grid,synthetic_heldout
0.182,0.99,occupancy_grid,synthetic_heldout
0.182,1.0,occupancy_grid,synthetic_heldout
0.182,1.01,occupancy_grid,synthetic_heldout
0.182,1.02,occupancy_grid,synthetic_heldout
0.182,1.03,occupancy_grid,synthetic_heldout
0.182,1.04,occupancy_grid,synthetic_heldout
0.182,1.05,occupancy_grid,synthetic_heldout
0.182,1.06,occupancy_grid,synthetic_heldout
0.182,1.07,occupancy_grid,synthetic_heldout
0.182,1.08,occupancy_grid,synthetic_heldout
0.182,1.0899999999999999,occupancy_grid,synthetic_heldout
0.182,1.1,occupancy_grid,synthetic_heldout
0.182,1.1099999999999999,occupancy_grid,synthetic_heldout
0.182,1.12,occupancy_grid,synthetic_heldout
0.182,1.13,occupancy_grid,synthetic_heldout
0.182,1.1400000000000001,occupancy_grid,synthetic_heldout
0.182,1.15,occupancy_grid,synthetic_heldout
0.182,1.1600000000000001,occupancy_grid,synthetic_heldout
0.182,1.17,occupancy_grid,synthetic_heldout
0.182,1.18,occupancy_grid,synthetic_heldout
0.182,1.19,occupancy_grid,synthetic_heldout
0.182,1.2,occupancy_grid,synthetic_heldout
