representation,query_index,neighbor_rank,distance,query_budget,query_family,query_seed,neighbor_budget,neighbor_family,neighbor_seed,action_disagree,view_disagree,family_disagree,phase_disagree
+ coarse occupancy sketch,18,1,0.8669175564798104,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,mean-reversion,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,18,2,0.8767305183565895,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,mean-reversion,1,1.0,0.0,0.0,0.0
+ coarse occupancy sketch,18,3,1.2536460452024487,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,mean-reversion,3,1.0,0.0,0.0,0.0
+ coarse occupancy sketch,18,4,1.3676263757261862,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,pinwheel,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,5,1.5105953606033506,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,nested-rings,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,6,1.5285954059833096,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,pinwheel,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,7,1.6683044744125104,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,nested-rings,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,8,1.6782419034285447,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,volatility-clustering,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,9,1.708880030245069,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,pinwheel,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,18,10,1.8578526360690983,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,nested-rings,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,1,0.7181498693879874,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,0,1.0,0.0,0.0,0.0
+ coarse occupancy sketch,19,2,1.1564217512052606,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,pinwheel,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,3,1.227988475974014,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,4,1.2536460452024487,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,2,1.0,0.0,0.0,0.0
+ coarse occupancy sketch,19,5,1.3316758871440901,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,1,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,19,6,1.3815847130180867,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,nested-rings,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,7,1.534388669953573,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,volatility-clustering,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,8,1.6159571287335093,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,9,1.6632552795692328,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,19,10,1.6866981921183548,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,20,1,1.336578544825706,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,nested-rings,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,20,2,1.5777225687538448,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,20,3,1.584415716906455,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,20,4,1.6937514982973385,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,20,5,1.749081333152418,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,volatility-clustering,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,20,6,1.7599908856325335,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,20,7,1.767590117946279,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,20,8,1.8593672332678954,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,20,9,1.9620301275872347,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,mean-reversion,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,20,10,1.9797465800591652,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,21,1,0.7171345995996878,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,21,2,1.0485682555160811,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,21,3,1.5536154265275173,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,nested-rings,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,21,4,1.629211560217391,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,21,5,1.7599908856325335,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,21,6,1.9107305835853425,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,21,7,1.9829825782959718,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,volatility-clustering,0,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,21,8,2.095287117769827,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,21,9,2.1441404004105853,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,volatility-clustering,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,21,10,2.145544569864199,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,volatility-clustering,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,22,1,0.7649923872386135,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,22,2,1.0485682555160811,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,22,3,1.3210054181494002,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,22,4,1.340797461015934,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,nested-rings,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,22,5,1.4604615778711307,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,22,6,1.584415716906455,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,22,7,1.8118149808595179,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,mean-reversion,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,22,8,2.001675948127418,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,22,9,2.021837195483556,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,volatility-clustering,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,22,10,2.028406724069167,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,mean-reversion,1,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,23,1,0.7171345995996878,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,23,2,0.7649923872386135,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,23,3,1.5622188710600158,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,nested-rings,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,23,4,1.767590117946279,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,23,5,1.7710475231075475,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,23,6,1.7800596455987059,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,23,7,2.035360725383647,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,volatility-clustering,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,23,8,2.0888803695617515,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,23,9,2.1526723152366665,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,mean-reversion,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,23,10,2.272715095589276,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,volatility-clustering,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,1,0.7469281083023176,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,2,0.8367018361468743,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,nested-rings,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,24,3,1.2389945341119895,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,double-loop,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,4,1.3705738456244152,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,double-loop,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,5,1.422822518540488,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,6,1.475086124439899,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,crescent,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,24,7,1.5264991168126143,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,nested-rings,2,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,24,8,1.5275236432068038,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,double-loop,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,24,9,1.5604729822596757,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,24,10,1.625354047748138,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,crescent,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,25,1,0.8265937969366998,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,25,2,0.8367018361468743,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,nested-rings,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,25,3,1.167427678064756,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,double-loop,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,25,4,1.365654714289661,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,25,5,1.425374957550425,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,25,6,1.4968607438699166,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,double-loop,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,25,7,1.543565218625166,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,25,8,1.5442480377775265,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,double-loop,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,25,9,1.6542428145130499,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,crescent,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,25,10,1.6607532333983475,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,26,1,0.8518726983080687,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,nested-rings,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,26,2,0.8544715741438074,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,26,3,1.336578544825706,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,26,4,1.340797461015934,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,26,5,1.3815847130180867,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,26,6,1.5264991168126143,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,nested-rings,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,26,7,1.5306521092849674,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,26,8,1.5536154265275173,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,26,9,1.5622188710600158,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,26,10,1.6172863925966543,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,1,0.8518726983080687,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,nested-rings,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,27,2,1.1179248472559333,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,3,1.227988475974014,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,4,1.288184536898565,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,mean-reversion,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,5,1.3210054181494002,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,27,6,1.3958242753642878,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,7,1.5105953606033506,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,mean-reversion,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,27,8,1.5474028954646704,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,volatility-clustering,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,27,9,1.5777225687538448,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,27,10,1.629211560217391,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,28,1,1.3264539405370015,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,28,2,1.365654714289661,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,nested-rings,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,28,3,1.5206593753826685,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,28,4,1.5285954059833096,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,mean-reversion,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,28,5,1.5965480679675752,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,28,6,1.6498772770956447,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,28,7,1.6501803042521492,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,28,8,1.6653927491656977,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,28,9,1.689159405589704,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,28,10,1.6908118547772117,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,29,1,1.5206593753826685,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,29,2,1.7764633815444473,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,29,3,1.855006207181256,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,29,4,1.882091017448845,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,29,5,1.8966702196251073,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,mean-reversion,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,29,6,1.9090260980433325,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,29,7,1.92132403795678,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,29,8,1.9668958397247398,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,29,9,1.9718578010211523,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,nested-rings,1,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,29,10,2.022732088699353,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,mean-reversion,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,1,1.1564217512052606,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,2,1.3264539405370015,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,30,3,1.3528228653104528,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,4,1.3676263757261862,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,mean-reversion,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,5,1.4328757005886266,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,30,6,1.6307160515268666,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,7,1.7141297418472086,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,30,8,1.7442828981843157,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,mean-reversion,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,9,1.7718221543736536,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,nested-rings,1,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,30,10,1.8029868980761048,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,31,1,1.4328757005886266,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,31,2,1.5157833640461396,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,3,1.6172863925966543,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,nested-rings,2,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,4,1.6632552795692328,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,5,1.6908118547772117,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,31,6,1.6960978863454659,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,31,7,1.708880030245069,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,mean-reversion,2,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,8,1.7169553655407985,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,9,1.7174110665573585,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,mean-reversion,0,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,31,10,1.7484678124085067,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,32,1,1.4705455547841717,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,2,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,32,2,1.5058670170559798,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,32,3,1.5205049938400441,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,1,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,32,4,1.5306521092849674,budget_06_thin_strip,spiral,0,budget_06_thin_strip,nested-rings,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,32,5,1.5375312270224228,budget_06_thin_strip,spiral,0,budget_06_thin_strip,crescent,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,32,6,1.62509641393965,budget_06_thin_strip,spiral,0,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,32,7,1.6302610257491992,budget_06_thin_strip,spiral,0,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,32,8,1.7141297418472086,budget_06_thin_strip,spiral,0,budget_06_thin_strip,pinwheel,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,32,9,1.7510526911292241,budget_06_thin_strip,spiral,0,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,32,10,1.864181437246907,budget_06_thin_strip,spiral,0,budget_06_thin_strip,pinwheel,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,33,1,1.301084935559065,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,33,2,1.422822518540488,budget_06_thin_strip,spiral,1,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,33,3,1.5205049938400441,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,0,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,33,4,1.606961579577426,budget_06_thin_strip,spiral,1,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,33,5,1.6607532333983475,budget_06_thin_strip,spiral,1,budget_06_thin_strip,nested-rings,1,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,33,6,1.7952579083622862,budget_06_thin_strip,spiral,1,budget_06_thin_strip,crescent,0,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,33,7,1.9730645022596804,budget_06_thin_strip,spiral,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,33,8,2.030460215456061,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,2,0.0,0.0,0.0,1.0
+ coarse occupancy sketch,33,9,2.053774364209653,budget_06_thin_strip,spiral,1,budget_06_thin_strip,double-loop,1,1.0,0.0,1.0,1.0
+ coarse occupancy sketch,33,10,2.113564398493757,budget_06_thin_strip,spiral,1,budget_06_thin_strip,crescent,3,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,34,1,0.8544715741438074,budget_06_thin_strip,spiral,2,budget_06_thin_strip,nested-rings,2,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,34,2,1.1179248472559333,budget_06_thin_strip,spiral,2,budget_06_thin_strip,nested-rings,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,34,3,1.3572962893693337,budget_06_thin_strip,spiral,2,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,34,4,1.4604615778711307,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,34,5,1.4705455547841717,budget_06_thin_strip,spiral,2,budget_06_thin_strip,spiral,0,0.0,0.0,0.0,0.0
+ coarse occupancy sketch,34,6,1.5157833640461396,budget_06_thin_strip,spiral,2,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,34,7,1.6482512074120301,budget_06_thin_strip,spiral,2,budget_06_thin_strip,nested-rings,0,0.0,0.0,1.0,0.0
+ coarse occupancy sketch,34,8,1.6866981921183548,budget_06_thin_strip,spiral,2,budget_06_thin_strip,mean-reversion,3,0.0,0.0,1.0,1.0
+ coarse occupancy sketch,34,9,1.6937514982973385,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,34,10,1.7710475231075475,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
+ coarse occupancy sketch,35,1,1.301084935559065,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,1,1.0,1.0,0.0,0.0
+ coarse occupancy sketch,35,2,1.3572962893693337,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,2,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,35,3,1.5058670170559798,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,0,1.0,1.0,0.0,1.0
+ coarse occupancy sketch,35,4,1.543565218625166,budget_06_thin_strip,spiral,3,budget_06_thin_strip,nested-rings,1,1.0,1.0,1.0,0.0
+ coarse occupancy sketch,35,5,1.5604729822596757,budget_06_thin_strip,spiral,3,budget_06_thin_strip,nested-rings,0,1.0,1.0,1.0,1.0
